filename,type,distorted_mae,rectified_mae,mae_improvement_percent,distorted_rmse,rectified_rmse,rmse_improvement_percent
FAMILY-55__CHILD__FM055_C1__local.png,local,5.019591,5.5158443,-9.886333,7.6204886,8.085791,-6.1059337
FAMILY-55__CHILD__FM055_C2__bending.png,bending,5.367247,4.16191,22.457268,8.6091585,6.2691164,27.180845
FAMILY-55__CHILD__FM055_C2__elastic.png,elastic,5.7220984,5.8453245,-2.1535137,9.044703,8.984209,0.66882765
FAMILY-55__CHILD__FM055_C2__local.png,local,4.876395,5.009088,-2.7211251,7.7354026,7.643509,1.1879624
FAMILY-55__CHILD__FM055_C3__bending.png,bending,4.6701612,4.588927,1.7394358,7.1221657,6.862654,3.6437159
FAMILY-55__CHILD__FM055_C3__elastic.png,elastic,4.907864,5.1100526,-4.119684,7.428055,7.6477556,-2.9577165
FAMILY-55__CHILD__FM055_C3__local.png,local,4.0251117,4.759825,-18.253246,6.0726037,7.0424175,-15.970314
FAMILY-55__CHILD__FM055_C4__bending.png,bending,4.4316406,3.6527224,17.576296,6.8099194,5.487192,19.423536
FAMILY-55__CHILD__FM055_C4__elastic.png,elastic,4.326989,4.533482,-4.7722077,6.6001215,6.745567,-2.203677
FAMILY-55__CHILD__FM055_C4__local.png,local,3.6773756,4.1586614,-13.087752,5.4606338,6.056999,-10.921177
FAMILY-55__CHILD__FM055_C5__bending.png,bending,4.332171,3.705377,14.468354,7.167734,5.7558775,19.697392
FAMILY-55__CHILD__FM055_C5__elastic.png,elastic,4.4121494,4.337811,1.6848577,7.2009053,6.699993,6.956239
FAMILY-55__CHILD__FM055_C5__local.png,local,4.11655,4.017997,2.3940723,6.57296,6.195867,5.7370324
FAMILY-55__FATHER__FM055_F1__bending.png,bending,5.9504347,5.8490114,1.7044683,8.604756,8.481945,1.4272492
FAMILY-55__FATHER__FM055_F1__elastic.png,elastic,6.095225,6.4148397,-5.2436934,8.791451,9.13836,-3.945976
FAMILY-55__FATHER__FM055_F1__local.png,local,5.659937,5.9879026,-5.7945123,8.207967,8.582815,-4.5668845
FAMILY-55__FATHER__FM055_F2__bending.png,bending,5.1495934,4.660276,9.502059,8.329206,7.282989,12.560829
FAMILY-55__FATHER__FM055_F2__elastic.png,elastic,5.476722,5.634367,-2.8784597,8.744021,8.793947,-0.5709707
FAMILY-55__FATHER__FM055_F2__local.png,local,5.056501,5.063257,-0.13361622,7.754837,7.712477,0.5462375
FAMILY-55__FATHER__FM055_F3__bending.png,bending,5.0584145,4.632334,8.423197,7.351201,6.7250285,8.517962
FAMILY-55__FATHER__FM055_F3__elastic.png,elastic,5.143475,5.34937,-4.0030317,7.5635552,7.71043,-1.9418765
FAMILY-55__FATHER__FM055_F3__local.png,local,4.3117228,4.88642,-13.328711,6.4139667,7.0209417,-9.463334
FAMILY-55__FATHER__FM055_F4__bending.png,bending,7.3435507,6.3128586,14.0353365,11.4568,9.379975,18.127445
FAMILY-55__FATHER__FM055_F4__elastic.png,elastic,6.871293,7.4621334,-8.598678,10.73965,11.439586,-6.517307
FAMILY-55__FATHER__FM055_F4__local.png,local,6.8694396,6.8688216,0.00899609,10.815707,10.502864,2.8924906
FAMILY-55__FATHER__FM055_F5__bending.png,bending,5.0635962,3.9094787,22.792448,8.043026,5.9652414,25.833368
FAMILY-55__FATHER__FM055_F5__elastic.png,elastic,5.008211,5.2894015,-5.614588,7.861877,8.105799,-3.1025894
FAMILY-55__FATHER__FM055_F5__local.png,local,4.76989,5.022122,-5.2880063,7.4908824,7.6245794,-1.7847968
FAMILY-55__MOTHER__FM055_M1__bending.png,bending,7.605927,6.790936,10.715209,12.230229,10.087994,17.515907
FAMILY-55__MOTHER__FM055_M1__elastic.png,elastic,7.7592874,7.696289,0.8119083,12.354685,11.894326,3.7261865
FAMILY-55__MOTHER__FM055_M1__local.png,local,7.2189693,7.491071,-3.769262,11.518877,11.5786085,-0.518553
FAMILY-55__MOTHER__FM055_M2__bending.png,bending,7.3868384,5.527244,25.174427,11.499762,8.31903,27.65911
FAMILY-55__MOTHER__FM055_M2__elastic.png,elastic,7.396544,7.3399234,0.7655007,11.657117,11.267358,3.343529
FAMILY-55__MOTHER__FM055_M2__local.png,local,6.048948,5.8288226,3.6390657,9.495283,8.8675785,6.610699
FAMILY-55__MOTHER__FM055_M3__bending.png,bending,5.762755,6.220444,-7.942196,9.388001,9.543819,-1.6597567
FAMILY-55__MOTHER__FM055_M3__elastic.png,elastic,6.285774,6.227818,0.9220219,10.126109,9.732041,3.891601
FAMILY-55__MOTHER__FM055_M3__local.png,local,5.918467,5.679827,4.032122,9.535829,8.744783,8.295506
FAMILY-55__MOTHER__FM055_M4__bending.png,bending,5.637177,3.9522681,29.889233,9.036488,6.032614,33.241604
FAMILY-55__MOTHER__FM055_M4__elastic.png,elastic,5.8665895,5.8617864,0.08187348,9.376801,9.175304,2.1488793
FAMILY-55__MOTHER__FM055_M4__local.png,local,4.974968,5.380481,-8.151064,7.834403,8.353237,-6.6225095
FAMILY-55__MOTHER__FM055_M5__bending.png,bending,4.376435,3.453643,21.085466,7.5271273,5.532801,26.495182
FAMILY-55__MOTHER__FM055_M5__elastic.png,elastic,3.9527264,4.0203085,-1.70976,6.543126,6.468667,1.137974
FAMILY-55__MOTHER__FM055_M5__local.png,local,4.033781,4.279476,-6.090938,6.7245493,6.940247,-3.2076166
FAMILY-59__CHILD__FM059_C1__bending.png,bending,4.6536393,4.4226522,4.963579,7.183796,6.749243,6.049074
FAMILY-59__CHILD__FM059_C1__elastic.png,elastic,4.976064,5.1433554,-3.3619173,7.5399275,7.598415,-0.7757026
FAMILY-59__CHILD__FM059_C1__local.png,local,4.3854833,4.797413,-9.393026,6.7191815,7.1773953,-6.819488
FAMILY-59__CHILD__FM059_C2__bending.png,bending,3.4312818,3.3662708,1.8946571,5.173932,5.451834,-5.3711977
FAMILY-59__CHILD__FM059_C2__elastic.png,elastic,3.659598,4.2134686,-15.134734,5.358013,6.385918,-19.184443
FAMILY-59__CHILD__FM059_C2__local.png,local,3.5795999,3.9425025,-10.138079,5.2786813,5.977462,-13.237786
FAMILY-59__CHILD__FM059_C3__bending.png,bending,3.644631,3.7574139,-3.094496,5.39066,5.8758073,-8.999779
FAMILY-59__CHILD__FM059_C3__elastic.png,elastic,3.8257535,4.199378,-9.766039,5.6065264,6.3817368,-13.826927
FAMILY-59__CHILD__FM059_C3__local.png,local,3.7063336,4.018296,-8.417001,5.441972,6.1342306,-12.720736
FAMILY-59__CHILD__FM059_C4__bending.png,bending,5.031987,4.5708904,9.163313,8.680201,7.321909,15.648159
FAMILY-59__CHILD__FM059_C4__elastic.png,elastic,5.023577,5.533303,-10.146666,8.481124,8.891848,-4.8427978
FAMILY-59__CHILD__FM059_C4__local.png,local,4.833825,5.4612164,-12.97919,8.115919,8.755522,-7.8808403
FAMILY-59__CHILD__FM059_C5__bending.png,bending,5.0496054,3.733239,26.068699,8.619148,5.867622,31.923412
FAMILY-59__CHILD__FM059_C5__elastic.png,elastic,4.816546,5.0259686,-4.3479824,8.132074,8.016581,1.4202253
FAMILY-59__CHILD__FM059_C5__local.png,local,4.563058,4.9553175,-8.596419,7.6531816,8.024424,-4.8508196
FAMILY-59__FATHER__FM059_F1__bending.png,bending,7.529337,7.0846024,5.90669,11.01667,10.122478,8.116724
FAMILY-59__FATHER__FM059_F1__elastic.png,elastic,7.8074775,7.650251,2.0137947,11.269557,10.936295,2.957192
FAMILY-59__FATHER__FM059_F1__local.png,local,7.626754,7.4037786,2.923593,10.991935,10.456789,4.868531
FAMILY-59__FATHER__FM059_F2__bending.png,bending,4.823601,4.111109,14.770956,8.197775,6.937909,15.368387
FAMILY-59__FATHER__FM059_F2__elastic.png,elastic,4.716677,5.0342994,-6.734024,7.2692914,7.951557,-9.385588
FAMILY-59__FATHER__FM059_F2__local.png,local,4.90055,5.137536,-4.83591,8.134842,8.337683,-2.4934819
FAMILY-59__FATHER__FM059_F3__bending.png,bending,4.330995,4.0347576,6.83994,6.8419924,6.158213,9.993861
FAMILY-59__FATHER__FM059_F3__elastic.png,elastic,4.1762795,4.2624364,-2.0630047,6.572613,6.6376767,-0.9899252
FAMILY-59__FATHER__FM059_F3__local.png,local,3.2020688,4.182717,-30.62545,4.8689804,6.523478,-33.980373
FAMILY-59__FATHER__FM059_F4__bending.png,bending,4.7296715,3.553432,24.86937,7.36062,5.371953,27.017656
FAMILY-59__FATHER__FM059_F4__elastic.png,elastic,4.9789343,5.3475366,-7.4032364,7.606109,8.474706,-11.419723
FAMILY-59__FATHER__FM059_F4__local.png,local,3.9750876,4.6618304,-17.276167,6.02494,7.0759535,-17.444382
FAMILY-59__FATHER__FM059_F5__bending.png,bending,3.9782367,3.8628826,2.899628,6.161044,6.0445933,1.8901145
FAMILY-59__FATHER__FM059_F5__elastic.png,elastic,3.7335777,4.3196945,-15.69853,5.618193,6.7768345,-20.623024
FAMILY-59__FATHER__FM059_F5__local.png,local,3.114736,3.9729352,-27.552868,4.542031,6.223307,-37.01596
FAMILY-59__MOTHER__FM059_M1__bending.png,bending,5.570193,5.5320673,0.68445593,8.06335,7.9415803,1.5101593
FAMILY-59__MOTHER__FM059_M1__elastic.png,elastic,5.8444676,5.9637475,-2.0409021,8.340022,8.484103,-1.7275867
FAMILY-59__MOTHER__FM059_M1__local.png,local,5.201132,5.4008293,-3.8395007,7.4852586,7.7132883,-3.046384
FAMILY-59__MOTHER__FM059_M2__bending.png,bending,4.070093,4.527264,-11.232445,6.1226716,6.7200475,-9.756784
FAMILY-59__MOTHER__FM059_M2__elastic.png,elastic,4.8674865,4.883749,-0.3341053,7.562143,7.369143,2.5521846
FAMILY-59__MOTHER__FM059_M2__local.png,local,4.2109776,4.4055924,-4.6216083,6.2708707,6.5544457,-4.5221
FAMILY-59__MOTHER__FM059_M3__bending.png,bending,5.1140585,4.6800265,8.487036,7.902569,7.3734746,6.6952186
FAMILY-59__MOTHER__FM059_M3__elastic.png,elastic,5.195791,5.1830754,0.24472387,8.092683,7.888995,2.5169363
FAMILY-59__MOTHER__FM059_M3__local.png,local,4.409817,4.9506736,-12.264825,6.680342,7.457013,-11.626215
FAMILY-59__MOTHER__FM059_M4__bending.png,bending,4.2638116,4.5200496,-6.009599,6.390411,6.7878666,-6.219564
FAMILY-59__MOTHER__FM059_M4__elastic.png,elastic,4.4902544,4.695711,-4.5756145,6.786582,7.0090194,-3.2776053
FAMILY-59__MOTHER__FM059_M4__local.png,local,4.1711574,4.897122,-17.40439,6.203208,7.3377676,-18.289885
FAMILY-59__MOTHER__FM059_M5__bending.png,bending,3.6489956,3.5164022,3.6336954,5.5730453,5.5582542,0.2654027
FAMILY-59__MOTHER__FM059_M5__elastic.png,elastic,3.813098,4.2677975,-11.924674,5.7963934,6.392943,-10.291736
FAMILY-59__MOTHER__FM059_M5__local.png,local,3.586077,3.816506,-6.425655,5.3613505,5.737691,-7.019507
FAMILY-68__CHILD__FM068_C1__bending.png,bending,12.095085,11.960897,1.1094398,19.096128,18.131166,5.053181
FAMILY-68__CHILD__FM068_C1__elastic.png,elastic,12.549745,12.575135,-0.20231986,19.681772,19.256725,2.1595967
FAMILY-68__CHILD__FM068_C1__local.png,local,11.546357,12.587911,-9.020624,18.351284,19.139294,-4.29403
FAMILY-68__CHILD__FM068_C2__bending.png,bending,7.4723573,7.2248883,3.3117924,13.474244,12.3433895,8.392713
FAMILY-68__CHILD__FM068_C2__elastic.png,elastic,7.692622,7.626435,0.8604008,13.737707,13.193764,3.9594917
FAMILY-68__CHILD__FM068_C2__local.png,local,6.888413,7.0029893,-1.6633198,12.435783,12.169284,2.1430054
FAMILY-68__CHILD__FM068_C3__bending.png,bending,6.511759,6.590342,-1.2067899,11.509857,11.015655,4.2937336
FAMILY-68__CHILD__FM068_C3__elastic.png,elastic,6.338369,6.66205,-5.1066904,11.005376,10.86033,1.3179581
FAMILY-68__CHILD__FM068_C3__local.png,local,5.627292,7.762476,-37.94336,9.973153,12.692596,-27.267637
FAMILY-68__CHILD__FM068_C4__bending.png,bending,7.98007,6.176479,22.601196,14.625067,10.517735,28.084194
FAMILY-68__CHILD__FM068_C4__elastic.png,elastic,8.07087,8.293108,-2.7535765,14.38442,14.28155,0.7151486
FAMILY-68__CHILD__FM068_C4__local.png,local,6.243702,7.6930604,-23.213127,11.298191,13.40456,-18.643417
FAMILY-68__CHILD__FM068_C5__bending.png,bending,5.4685106,5.150291,5.8191285,11.529293,9.956,13.646047
FAMILY-68__CHILD__FM068_C5__elastic.png,elastic,6.0053015,5.791514,3.5599806,12.452622,11.321081,9.086771
FAMILY-68__CHILD__FM068_C5__local.png,local,4.771285,6.6061263,-38.455914,9.798779,12.734955,-29.964718
FAMILY-68__FATHER__FM068_F1__bending.png,bending,11.1071825,11.5809555,-4.2654653,16.43579,16.60446,-1.0262401
FAMILY-68__FATHER__FM068_F1__elastic.png,elastic,12.481645,12.064294,3.3437161,18.227531,17.626347,3.2982242
FAMILY-68__FATHER__FM068_F1__local.png,local,11.43752,11.327646,0.9606433,16.678991,16.318687,2.1602259
FAMILY-68__FATHER__FM068_F2__bending.png,bending,8.559989,7.6117864,11.0771475,14.401602,12.019871,16.53796
FAMILY-68__FATHER__FM068_F2__elastic.png,elastic,8.883908,8.798609,0.9601573,14.864588,14.316416,3.6877713
FAMILY-68__FATHER__FM068_F2__local.png,local,7.348493,8.0940485,-10.145691,12.552939,13.140369,-4.679621
FAMILY-68__FATHER__FM068_F3__bending.png,bending,7.865055,6.5780253,16.3639,13.962528,11.555806,17.237007
FAMILY-68__FATHER__FM068_F3__elastic.png,elastic,8.887157,8.687998,2.2409823,15.011079,14.216946,5.2903137
FAMILY-68__FATHER__FM068_F3__local.png,local,7.5386043,7.758191,-2.9128318,12.926776,13.050379,-0.95617706
FAMILY-68__FATHER__FM068_F4__bending.png,bending,8.313537,6.879803,17.245771,14.932289,11.526995,22.804905
FAMILY-68__FATHER__FM068_F4__elastic.png,elastic,7.901327,8.709802,-10.232137,14.218393,15.197838,-6.8885736
FAMILY-68__FATHER__FM068_F4__local.png,local,7.066805,7.888991,-11.63448,12.712334,13.848559,-8.937979
FAMILY-68__FATHER__FM068_F5__bending.png,bending,6.1084185,4.9969506,18.195673,11.915793,9.076103,23.831314
FAMILY-68__FATHER__FM068_F5__elastic.png,elastic,5.9162745,5.922632,-0.1074607,11.419195,10.919055,4.37982
FAMILY-68__FATHER__FM068_F5__local.png,local,5.28695,5.750598,-8.769666,10.405305,10.392621,0.1218981
FAMILY-68__MOTHER__FM068_M1__bending.png,bending,9.323123,9.34383,-0.22210509,15.756141,14.916105,5.3314795
FAMILY-68__MOTHER__FM068_M1__elastic.png,elastic,10.511818,10.093511,3.9794002,17.186773,16.336962,4.944567
FAMILY-68__MOTHER__FM068_M1__local.png,local,8.336416,8.086735,2.9950697,14.096048,13.089064,7.1437373
FAMILY-68__MOTHER__FM068_M2__bending.png,bending,7.893774,5.1822386,34.350307,15.22249,8.880729,41.660473
FAMILY-68__MOTHER__FM068_M2__elastic.png,elastic,7.9447346,7.6672316,3.4929175,15.402902,14.23692,7.569881
FAMILY-68__MOTHER__FM068_M2__local.png,local,7.4530454,7.629883,-2.372687,14.506295,14.274138,1.6003861
FAMILY-68__MOTHER__FM068_M3__bending.png,bending,6.9195232,5.577567,19.393766,13.372849,9.736004,27.195744
FAMILY-68__MOTHER__FM068_M3__elastic.png,elastic,6.91205,7.0001197,-1.2741505,13.281856,12.715263,4.2659116
FAMILY-68__MOTHER__FM068_M3__local.png,local,7.062161,6.5210657,7.6618934,13.30999,11.716212,11.974297
FAMILY-68__MOTHER__FM068_M4__bending.png,bending,7.913664,6.216219,21.449545,15.012185,11.155058,25.69331
FAMILY-68__MOTHER__FM068_M4__elastic.png,elastic,8.2834425,8.64762,-4.3964534,15.252138,15.181047,0.46610317
FAMILY-68__MOTHER__FM068_M4__local.png,local,7.339405,7.910834,-7.785764,13.453313,13.923751,-3.496819
FAMILY-68__MOTHER__FM068_M5__bending.png,bending,4.332928,3.8706553,10.668834,9.659947,7.5782037,21.550259
FAMILY-68__MOTHER__FM068_M5__elastic.png,elastic,4.594587,4.9214764,-7.114666,10.644804,10.748795,-0.9769138
FAMILY-68__MOTHER__FM068_M5__local.png,local,3.5229592,4.8314734,-37.14247,7.6088037,9.786091,-28.615368
FAMILY-75__CHILD__FM075_C1__bending.png,bending,13.192781,12.893256,2.2703724,24.85106,24.475193,1.5124822
FAMILY-75__CHILD__FM075_C1__elastic.png,elastic,15.134925,15.022759,0.7411034,29.53748,29.915733,-1.2805898
FAMILY-75__CHILD__FM075_C1__local.png,local,12.433713,13.979492,-12.432161,25.102467,27.499231,-9.547925
FAMILY-75__CHILD__FM075_C2__bending.png,bending,13.836416,13.5378065,2.1581435,27.838308,26.167,6.0036283
FAMILY-75__CHILD__FM075_C2__elastic.png,elastic,13.964206,13.926359,0.27102557,28.122087,28.090101,0.11374062
FAMILY-75__CHILD__FM075_C2__local.png,local,8.910893,14.430245,-61.939377,18.58875,27.491941,-47.895584
FAMILY-75__CHILD__FM075_C3__bending.png,bending,12.11661,11.685029,3.561892,23.802176,22.286343,6.3684635
FAMILY-75__CHILD__FM075_C3__elastic.png,elastic,11.874263,15.947963,-34.30697,23.651363,31.225157,-32.022648
FAMILY-75__CHILD__FM075_C3__local.png,local,10.646783,14.664721,-37.738514,21.08841,28.215563,-33.796543
FAMILY-75__CHILD__FM075_C4__bending.png,bending,10.941505,6.7433634,38.36896,25.257362,14.035675,44.42937
FAMILY-75__CHILD__FM075_C4__elastic.png,elastic,10.135263,10.494041,-3.5398982,22.492813,22.276833,0.9602202
FAMILY-75__CHILD__FM075_C4__local.png,local,9.449139,9.17056,2.9481921,21.73702,19.54533,10.082754
FAMILY-75__CHILD__FM075_C5__bending.png,bending,11.155413,7.6120257,31.763836,27.008396,17.657242,34.62314
FAMILY-75__CHILD__FM075_C5__elastic.png,elastic,8.744221,9.304927,-6.412306,21.668686,22.503769,-3.8538702
FAMILY-75__CHILD__FM075_C5__local.png,local,7.738042,8.70452,-12.489961,18.501944,20.58469,-11.2569065
FAMILY-75__FATHER__FM075_F1__bending.png,bending,14.854712,11.704959,21.203728,28.512068,22.158133,22.285074
FAMILY-75__FATHER__FM075_F1__elastic.png,elastic,15.87225,15.297294,3.6223974,30.568375,29.23136,4.373851
FAMILY-75__FATHER__FM075_F1__local.png,local,11.884188,13.794404,-16.073597,23.386972,25.328451,-8.301539
FAMILY-75__FATHER__FM075_F2__bending.png,bending,13.389409,12.322624,7.967378,24.800217,21.62308,12.810926
FAMILY-75__FATHER__FM075_F2__elastic.png,elastic,14.0334425,14.062639,-0.20805116,26.102247,25.545904,2.1313992
FAMILY-75__FATHER__FM075_F2__local.png,local,14.255142,13.587432,4.683996,26.026142,24.036577,7.6444864
FAMILY-75__FATHER__FM075_F3__bending.png,bending,12.451013,12.431701,0.15510309,23.090311,22.679722,1.7781883
FAMILY-75__FATHER__FM075_F3__elastic.png,elastic,15.932338,15.104472,5.196134,30.017273,27.490852,8.416555
FAMILY-75__FATHER__FM075_F3__local.png,local,11.299326,12.402543,-9.763566,22.561987,22.653646,-0.40625656
FAMILY-75__FATHER__FM075_F4__bending.png,bending,12.106864,10.397441,14.119453,25.16488,19.754795,21.498554
FAMILY-75__FATHER__FM075_F4__elastic.png,elastic,13.180763,13.663086,-3.6592927,27.408611,27.575928,-0.6104521
FAMILY-75__FATHER__FM075_F4__local.png,local,10.448661,9.747967,6.7060657,22.44477,19.825476,11.669957
FAMILY-75__FATHER__FM075_F5__bending.png,bending,12.349948,9.555046,22.630878,25.95892,20.335114,21.664253
FAMILY-75__FATHER__FM075_F5__elastic.png,elastic,13.8428335,12.367745,10.65597,28.975777,25.205723,13.011053
FAMILY-75__FATHER__FM075_F5__local.png,local,9.320631,13.136101,-40.935745,19.61894,26.620192,-35.686184
FAMILY-75__MOTHER__FM075_M1__bending.png,bending,18.004345,12.958825,28.023901,33.893517,23.60795,30.346706
FAMILY-75__MOTHER__FM075_M1__elastic.png,elastic,18.70992,17.116629,8.515761,34.1978,30.598845,10.523937
FAMILY-75__MOTHER__FM075_M1__local.png,local,12.330397,14.421795,-16.96132,23.762985,25.972658,-9.298802
FAMILY-75__MOTHER__FM075_M2__bending.png,bending,17.882633,17.12775,4.221318,28.7573,27.006403,6.0885286
FAMILY-75__MOTHER__FM075_M2__elastic.png,elastic,18.854492,18.8067,0.25348037,30.256594,29.87447,1.2629443
FAMILY-75__MOTHER__FM075_M2__local.png,local,15.6915455,17.32637,-10.418507,25.224577,26.816025,-6.309116
FAMILY-75__MOTHER__FM075_M3__bending.png,bending,11.920838,7.596899,36.27211,23.54924,14.256651,39.46025
FAMILY-75__MOTHER__FM075_M3__elastic.png,elastic,12.924007,13.413404,-3.7867281,24.628263,25.10166,-1.9221667
FAMILY-75__MOTHER__FM075_M3__local.png,local,12.370576,11.981983,3.141266,23.810087,22.607372,5.0512834
FAMILY-75__MOTHER__FM075_M4__bending.png,bending,14.17329,13.369041,5.674397,26.560457,23.415695,11.840014
FAMILY-75__MOTHER__FM075_M4__elastic.png,elastic,15.912667,16.677355,-4.805527,29.85574,30.600784,-2.4954824
FAMILY-75__MOTHER__FM075_M4__local.png,local,13.081413,16.859156,-28.878704,24.998686,29.714275,-18.86335
FAMILY-75__MOTHER__FM075_M5__bending.png,bending,9.175721,8.7071705,5.106418,20.801796,19.250076,7.4595466
FAMILY-75__MOTHER__FM075_M5__elastic.png,elastic,11.120675,10.865194,2.2973495,24.74295,23.595144,4.6389217
FAMILY-75__MOTHER__FM075_M5__local.png,local,8.291334,8.900989,-7.352911,18.747961,19.28821,-2.8816407
FAMILY-7__CHILD__FM007_C1__bending.png,bending,7.345444,6.0194516,18.051905,13.208819,9.8849125,25.1643
FAMILY-7__CHILD__FM007_C1__elastic.png,elastic,6.6787705,7.510144,-12.448006,12.137431,13.427751,-10.630911
FAMILY-7__CHILD__FM007_C1__local.png,local,6.5615435,8.638373,-31.651545,12.803227,15.530229,-21.299326
FAMILY-7__CHILD__FM007_C2__bending.png,bending,7.3703365,4.5502234,38.263016,14.741489,7.944224,46.10976
FAMILY-7__CHILD__FM007_C2__elastic.png,elastic,7.266203,7.2552814,0.15030517,14.863176,14.160875,4.725107
FAMILY-7__CHILD__FM007_C2__local.png,local,6.0827885,6.4921474,-6.729791,12.044075,12.559402,-4.2786803
FAMILY-7__CHILD__FM007_C3__bending.png,bending,5.7123723,4.5279217,20.734829,10.940402,7.957202,27.267736
FAMILY-7__CHILD__FM007_C3__elastic.png,elastic,5.8192563,6.239477,-7.2212124,11.574965,11.411278,1.4141448
FAMILY-7__CHILD__FM007_C3__local.png,local,4.870536,5.2207828,-7.1911373,9.5293455,9.129875,4.192002
FAMILY-7__CHILD__FM007_C4__bending.png,bending,5.3679647,3.9908323,25.654646,10.89941,6.992451,35.8456
FAMILY-7__CHILD__FM007_C4__elastic.png,elastic,6.0091877,6.132314,-2.048971,12.453183,11.727806,5.8248324
FAMILY-7__CHILD__FM007_C4__local.png,local,4.230389,5.011759,-18.470398,8.139628,9.180184,-12.783827
FAMILY-7__CHILD__FM007_C5__bending.png,bending,4.360112,5.0435266,-15.674241,8.811193,9.781575,-11.013057
FAMILY-7__CHILD__FM007_C5__elastic.png,elastic,5.8853235,5.786731,1.6752309,12.328062,11.091778,10.028213
FAMILY-7__CHILD__FM007_C5__local.png,local,3.3461215,5.104552,-52.551292,6.3817945,9.796407,-53.505524
FAMILY-7__FATHER__FM007_F1__bending.png,bending,14.113361,12.569097,10.941864,22.86685,18.968885,17.046354
FAMILY-7__FATHER__FM007_F1__elastic.png,elastic,14.800004,13.836795,6.5081677,23.666744,21.609762,8.691445
FAMILY-7__FATHER__FM007_F1__local.png,local,12.788664,12.797334,-0.06779327,20.576866,19.974945,2.925232
FAMILY-7__FATHER__FM007_F2__bending.png,bending,9.276526,10.163923,-9.566047,16.754524,16.908024,-0.9161681
FAMILY-7__FATHER__FM007_F2__elastic.png,elastic,10.128886,10.40065,-2.683057,17.680685,17.314964,2.0684762
FAMILY-7__FATHER__FM007_F2__local.png,local,9.8665695,10.925682,-10.734355,17.306915,18.11149,-4.648864
FAMILY-7__FATHER__FM007_F3__bending.png,bending,11.524235,10.168108,11.767608,19.677074,16.659073,15.337653
FAMILY-7__FATHER__FM007_F3__elastic.png,elastic,11.991052,12.073361,-0.6864262,20.475748,19.797085,3.3144734
FAMILY-7__FATHER__FM007_F3__local.png,local,8.729393,11.262655,-29.019913,15.414023,18.417585,-19.485907
FAMILY-7__FATHER__FM007_F4__bending.png,bending,13.93449,12.999003,6.713463,24.068707,21.718212,9.76577
FAMILY-7__FATHER__FM007_F4__elastic.png,elastic,14.341219,13.950773,2.722542,24.845062,23.666607,4.7432175
FAMILY-7__FATHER__FM007_F4__local.png,local,12.190569,14.758151,-21.062037,21.287916,24.518738,-15.176786
FAMILY-7__FATHER__FM007_F5__bending.png,bending,11.958247,9.231186,22.804857,22.65611,16.972052,25.088415
FAMILY-7__FATHER__FM007_F5__elastic.png,elastic,10.546855,10.800103,-2.4011726,20.197615,19.959488,1.1789845
FAMILY-7__FATHER__FM007_F5__local.png,local,9.542291,9.611866,-0.72912586,18.275866,17.70656,3.115067
FAMILY-7__MOTHER__FM007_M1__bending.png,bending,14.848832,10.274434,30.80645,28.933342,18.928923,34.577477
FAMILY-7__MOTHER__FM007_M1__elastic.png,elastic,14.573023,14.0515785,3.5781481,28.061691,26.372744,6.0186954
FAMILY-7__MOTHER__FM007_M1__local.png,local,13.853596,14.113361,-1.8750772,27.039276,26.424322,2.2742991
FAMILY-7__MOTHER__FM007_M2__bending.png,bending,8.16767,8.334901,-2.04747,19.376165,18.390236,5.088362
FAMILY-7__MOTHER__FM007_M2__elastic.png,elastic,7.8577805,8.88064,-13.017157,18.323053,18.883392,-3.0581093
FAMILY-7__MOTHER__FM007_M2__local.png,local,7.3532367,9.17044,-24.712967,17.144842,19.778494,-15.36119
FAMILY-7__MOTHER__FM007_M3__bending.png,bending,10.116729,6.0014153,40.678303,22.661093,12.11544,46.53638
FAMILY-7__MOTHER__FM007_M3__elastic.png,elastic,9.623146,9.404396,2.273165,21.551924,20.048536,6.975653
FAMILY-7__MOTHER__FM007_M3__local.png,local,7.496572,9.044304,-20.64586,17.487324,19.664322,-12.449007
FAMILY-7__MOTHER__FM007_M4__bending.png,bending,9.715302,8.425383,13.277197,21.407244,17.542274,18.054493
FAMILY-7__MOTHER__FM007_M4__elastic.png,elastic,9.075375,8.676678,4.393173,20.173567,18.120457,10.177229
FAMILY-7__MOTHER__FM007_M4__local.png,local,8.880879,8.324996,6.259328,19.480896,17.237165,11.517594
FAMILY-7__MOTHER__FM007_M5__bending.png,bending,14.452567,11.782007,18.4781,30.12544,24.504791,18.657484
FAMILY-7__MOTHER__FM007_M5__elastic.png,elastic,13.706713,13.6872015,0.14234795,29.164732,28.58203,1.9979702
FAMILY-7__MOTHER__FM007_M5__local.png,local,9.948003,10.838807,-8.954604,21.808067,22.578884,-3.5345488
FAMILY-83__CHILD__FM083_C1__bending.png,bending,6.9899554,6.3756576,8.788295,14.741736,12.42005,15.749073
FAMILY-83__CHILD__FM083_C1__elastic.png,elastic,6.8983974,7.013831,-1.6733408,13.91073,13.878031,0.23506735
FAMILY-83__CHILD__FM083_C1__local.png,local,7.3291016,7.776666,-6.1066775,14.855451,15.620245,-5.1482406
FAMILY-83__CHILD__FM083_C2__bending.png,bending,10.293885,5.848334,43.186333,23.25139,13.415261,42.303402
FAMILY-83__CHILD__FM083_C2__elastic.png,elastic,11.408263,10.560806,7.4284487,24.978205,22.410376,10.280279
