family,member,image,distortion_type,clean_count,distorted_count,rectified_count,clean_quality,distorted_quality,rectified_quality,clean_endings,distorted_endings,rectified_endings,clean_bifurcations,distorted_bifurcations,rectified_bifurcations,distorted_matched,rectified_matched,distorted_match_rate,rectified_match_rate,distorted_mean_distance,rectified_mean_distance,distorted_median_distance,rectified_median_distance
FAMILY-15,FATHER,FM015_F2.png,local,14,8,3,0.3732143044471741,0.32999998331069946,0.34833332896232605,5,2,1,9,6,2,3,2,0.21428571428571427,0.14285714285714285,9.102945804595947,9.062178611755371,10.630146026611328,9.062178611755371
FAMILY-15,FATHER,FM015_F3.png,local,2,0,8,0.38499999046325684,,0.32999998331069946,1,0,2,1,0,6,0,0,0.0,0.0,,,,
FAMILY-15,FATHER,FM015_F4.png,local,23,19,28,0.4495651423931122,0.32826316356658936,0.38185712695121765,16,7,11,7,12,17,7,11,0.30434782608695654,0.4782608695652174,5.3340744972229,6.753623962402344,4.0,5.385164737701416
FAMILY-15,FATHER,FM015_F5.png,local,9,11,9,0.43388888239860535,0.41499999165534973,0.34833332896232605,7,7,3,2,4,6,4,3,0.4444444444444444,0.3333333333333333,6.054886102676392,9.736997922261557,5.109772205352783,9.486832618713379
FAMILY-15,MOTHER,FM015_M1.png,local,49,28,39,0.41373470425605774,0.43371424078941345,0.3675127625465393,32,22,21,17,6,18,11,20,0.22448979591836735,0.40816326530612246,7.085052663629705,8.298917865753173,7.6157732009887695,7.343420505523682
FAMILY-15,MOTHER,FM015_M2.png,local,19,13,14,0.39194735884666443,0.42899996042251587,0.3865714371204376,16,10,8,3,3,6,7,7,0.3684210526315789,0.3684210526315789,7.672583545957293,7.8734866210392545,6.4031243324279785,8.5440034866333
FAMILY-15,MOTHER,FM015_M3.png,local,6,4,18,0.42166662216186523,0.4399999976158142,0.40700000524520874,4,3,11,2,1,7,0,4,0.0,0.6666666666666666,,11.265190482139587,,11.679034233093262
FAMILY-15,MOTHER,FM015_M4.png,local,43,33,13,0.41569772362709045,0.4039999842643738,0.3646923303604126,27,24,8,16,9,5,18,8,0.4186046511627907,0.18604651162790697,7.995678173171149,6.750244989991188,8.332291603088379,4.7434165477752686
FAMILY-15,MOTHER,FM015_M5.png,local,33,29,23,0.4283333122730255,0.41231030225753784,0.4318695366382599,23,19,20,10,10,3,14,12,0.42424242424242425,0.36363636363636365,5.690116201128278,10.99787720044454,5.0,12.384758472442627
FAMILY-20,CHILD,FM020_C1.png,local,4,3,6,0.4399999976158142,0.4950000047683716,0.42166662216186523,3,3,4,1,0,2,0,2,0.0,0.5,,5.640054941177368,,5.640054941177368
FAMILY-20,CHILD,FM020_C2.png,local,1,5,2,0.4950000047683716,0.46639999747276306,0.7425000071525574,1,3,2,0,2,0,0,0,0.0,0.0,,,,
FAMILY-20,CHILD,FM020_C3.png,local,5,4,9,0.45100003480911255,0.4950000047683716,0.3972221910953522,4,4,5,1,0,4,0,0,0.0,0.0,,,,
FAMILY-20,CHILD,FM020_C4.png,local,1,0,1,0.4950000047683716,,0.2750000059604645,1,0,0,0,0,1,0,0,0.0,0.0,,,,
FAMILY-20,CHILD,FM020_C5.png,local,3,2,1,0.2383333444595337,0.2750000059604645,0.2750000059604645,0,0,0,3,2,1,1,0,0.3333333333333333,0.0,3.0,,3.0,
FAMILY-20,FATHER,FM020_F1.png,local,10,1,2,0.42899999022483826,0.2750000059604645,0.2750000059604645,7,0,0,3,1,2,0,0,0.0,0.0,,,,
FAMILY-20,FATHER,FM020_F2.png,local,10,5,0,0.40700000524520874,0.3409999907016754,,6,2,0,4,3,0,2,0,0.2,0.0,5.645726799964905,,5.645726799964905,
FAMILY-20,FATHER,FM020_F3.png,local,0,3,0,,0.20900000631809235,,0,1,0,0,2,0,0,0,0.0,0.0,,,,
FAMILY-20,FATHER,FM020_F4.png,local,16,22,18,0.31212499737739563,0.3905000388622284,0.4216666519641876,5,13,8,11,9,10,5,6,0.3125,0.375,8.670527386665345,7.346534927686055,11.0,7.671183824539185
FAMILY-20,FATHER,FM020_F5.png,local,3,30,13,0.4216666519641876,0.2757333517074585,0.3850000202655792,2,5,7,1,25,6,1,1,0.3333333333333333,0.3333333333333333,12.529964447021484,5.099019527435303,12.529964447021484,5.099019527435303
FAMILY-20,MOTHER,FM020_M1.png,local,0,3,3,,0.2823333442211151,0.6600000262260437,0,1,3,0,2,0,0,0,0.0,0.0,,,,
FAMILY-20,MOTHER,FM020_M2.png,local,1,4,3,0.2750000059604645,0.3987500071525574,0.36666667461395264,0,1,0,1,3,3,0,0,0.0,0.0,,,,
FAMILY-20,MOTHER,FM020_M3.png,local,0,0,1,,,0.4950000047683716,0,0,1,0,0,0,0,0,0.0,0.0,,,,
FAMILY-20,MOTHER,FM020_M4.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-20,MOTHER,FM020_M5.png,local,1,2,1,0.4950000047683716,0.4950000047683716,0.4950000047683716,1,2,1,0,0,0,0,1,0.0,1.0,,12.165525436401367,,12.165525436401367
FAMILY-23,CHILD,FM023_C1.png,local,18,11,28,0.4033333361148834,0.375,0.41249996423721313,11,6,22,7,5,6,4,5,0.2222222222222222,0.2777777777777778,7.3996124267578125,8.427016830444336,6.043954610824585,6.0
FAMILY-23,CHILD,FM023_C2.png,local,2,12,15,0.38499999046325684,0.3758333623409271,0.40993326902389526,1,6,11,1,6,4,0,2,0.0,1.0,,6.737096071243286,,6.737096071243286
FAMILY-23,CHILD,FM023_C3.png,local,13,7,15,0.4103845953941345,0.4352857172489166,0.414333313703537,8,6,10,5,1,5,4,6,0.3076923076923077,0.46153846153846156,5.814240217208862,8.454908768335978,5.720153331756592,8.4721360206604
FAMILY-23,CHILD,FM023_C4.png,local,7,2,4,0.4635713994503021,0.38499999046325684,0.32999998331069946,6,1,1,1,1,3,1,0,0.14285714285714285,0.0,12.165525436401367,,12.165525436401367,
FAMILY-23,CHILD,FM023_C5.png,local,5,5,0,0.3630000054836273,0.3498000204563141,,2,4,0,3,1,0,0,0,0.0,0.0,,,,
FAMILY-23,FATHER,FM023_F1.png,local,25,20,27,0.3515600264072418,0.3926999866962433,0.4298148453235626,12,13,19,13,7,8,12,11,0.48,0.44,5.7216043670972185,7.630134539170698,6.105551242828369,7.8102498054504395
FAMILY-23,FATHER,FM023_F2.png,local,44,34,39,0.38850003480911255,0.39098528027534485,0.34523072838783264,20,20,12,24,14,27,10,17,0.22727272727272727,0.38636363636363635,7.803628659248352,8.935640124713673,7.881794691085815,9.219544410705566
FAMILY-23,FATHER,FM023_F3.png,local,58,55,53,0.4612414240837097,0.4208000898361206,0.3966227173805237,37,37,27,21,18,26,28,30,0.4827586206896552,0.5172413793103449,7.835246907813208,7.755473868052165,8.035533905029297,8.123105525970459
FAMILY-23,FATHER,FM023_F4.png,local,29,38,30,0.4240688979625702,0.41857895255088806,0.4546666443347931,23,24,18,6,14,12,13,15,0.4482758620689655,0.5172413793103449,6.279298800688523,9.149485047658285,5.099019527435303,9.486832618713379
FAMILY-23,FATHER,FM023_F5.png,local,81,72,67,0.5313950181007385,0.5422083735466003,0.5301342606544495,63,51,48,18,21,19,50,44,0.6172839506172839,0.5432098765432098,5.978634595870972,6.849862182682211,5.242092132568359,6.95965313911438
FAMILY-23,MOTHER,FM023_M1.png,local,61,48,46,0.506901741027832,0.43954166769981384,0.42876091599464417,43,26,29,18,22,17,24,29,0.39344262295081966,0.47540983606557374,8.638530184825262,7.782994220996725,7.671183824539185,7.211102485656738
FAMILY-23,MOTHER,FM023_M2.png,local,18,26,39,0.4045555591583252,0.37315383553504944,0.37851279973983765,12,19,23,6,7,16,14,5,0.7777777777777778,0.2777777777777778,6.408517360687256,9.581982612609863,5.0,7.8102498054504395
FAMILY-23,MOTHER,FM023_M3.png,local,16,14,5,0.4633750021457672,0.3747856914997101,0.2794000208377838,11,7,2,5,7,3,6,0,0.375,0.0,4.538276235262553,,3.864328384399414,
FAMILY-23,MOTHER,FM023_M4.png,local,18,26,23,0.4228888750076294,0.4374615252017975,0.4395217001438141,13,21,19,5,5,4,14,7,0.7777777777777778,0.3888888888888889,9.178612538746425,7.550910745348249,10.334912300109863,7.071067810058594
FAMILY-23,MOTHER,FM023_M5.png,local,9,9,11,0.3776666820049286,0.42411109805107117,0.42100000381469727,6,7,10,3,2,1,6,5,0.6666666666666666,0.5555555555555556,9.784960428873697,8.301153063774109,9.732006072998047,8.0
FAMILY-36,CHILD,FM036_C1.png,local,3,2,0,0.4216666519641876,0.4950000047683716,,2,2,0,1,0,0,1,0,0.3333333333333333,0.0,7.211102485656738,,7.211102485656738,
FAMILY-36,CHILD,FM036_C2.png,local,0,0,2,,,0.2750000059604645,0,0,0,0,0,2,0,0,0.0,0.0,,,,
FAMILY-36,CHILD,FM036_C3.png,local,1,5,2,0.2750000059604645,0.45100003480911255,0.4950000047683716,0,4,2,1,1,0,1,0,1.0,0.0,3.1622776985168457,,3.1622776985168457,
FAMILY-36,CHILD,FM036_C4.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-36,CHILD,FM036_C5.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-36,FATHER,FM036_F1.png,local,11,4,4,0.4400000274181366,0.4399999976158142,0.45374998450279236,6,3,2,5,1,2,1,1,0.09090909090909091,0.09090909090909091,3.1622776985168457,8.485280990600586,3.1622776985168457,8.485280990600586
FAMILY-36,FATHER,FM036_F2.png,local,2,1,0,0.38499999046325684,0.2750000059604645,,1,0,0,1,1,0,0,0,0.0,0.0,,,,
FAMILY-36,FATHER,FM036_F3.png,local,0,1,0,,0.2750000059604645,,0,0,0,0,1,0,0,0,0.0,0.0,,,,
FAMILY-36,FATHER,FM036_F4.png,local,0,1,0,,0.4950000047683716,,0,1,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-36,FATHER,FM036_F5.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-36,MOTHER,FM036_M1.png,local,23,18,17,0.39934781193733215,0.41555556654930115,0.3267647325992584,13,8,6,10,10,11,6,6,0.2608695652173913,0.2608695652173913,3.6068310340245566,5.153477231661479,3.081138849258423,4.8139026165008545
FAMILY-36,MOTHER,FM036_M2.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-36,MOTHER,FM036_M3.png,local,1,0,0,0.4950000047683716,,,1,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-36,MOTHER,FM036_M4.png,local,1,0,0,0.2750000059604645,,,0,0,0,1,0,0,0,0,0.0,0.0,,,,
FAMILY-36,MOTHER,FM036_M5.png,local,5,1,0,0.40699997544288635,0.4950000047683716,,3,1,0,2,0,0,0,0,0.0,0.0,,,,
FAMILY-37,CHILD,FM037_C1.png,local,1,0,0,0.2750000059604645,,,0,0,0,1,0,0,0,0,0.0,0.0,,,,
FAMILY-37,CHILD,FM037_C2.png,local,5,7,1,0.4949999749660492,0.5342856645584106,0.2750000059604645,5,6,0,0,1,1,0,0,0.0,0.0,,,,
FAMILY-37,CHILD,FM037_C3.png,local,4,4,4,0.38499999046325684,0.38499999046325684,0.2750000059604645,2,2,0,2,2,4,0,0,0.0,0.0,,,,
FAMILY-37,CHILD,FM037_C4.png,local,2,2,5,0.38499999046325684,0.38499999046325684,0.4949999749660492,1,1,5,1,1,0,0,1,0.0,0.5,,13.892443656921387,,13.892443656921387
FAMILY-37,CHILD,FM037_C5.png,local,3,1,2,0.4216666519641876,0.4950000047683716,0.38499999046325684,2,1,1,1,0,1,0,1,0.0,0.3333333333333333,,13.928388595581055,,13.928388595581055
FAMILY-37,FATHER,FM037_F1.png,local,52,39,18,0.41482698917388916,0.35820508003234863,0.39722222089767456,30,14,10,22,25,8,14,9,0.2692307692307692,0.17307692307692307,9.388295931475502,8.386168003082275,9.46040678024292,8.246211051940918
FAMILY-37,FATHER,FM037_F2.png,local,35,9,7,0.4651428759098053,0.4705555737018585,0.400714248418808,28,8,4,7,1,3,7,4,0.2,0.11428571428571428,6.924908569880894,12.588669300079346,5.830951690673828,14.244304180145264
FAMILY-37,FATHER,FM037_F3.png,local,14,14,2,0.4478571116924286,0.47928568720817566,0.38499999046325684,11,13,1,3,1,1,3,0,0.21428571428571427,0.0,8.009793599446615,,8.485280990600586,
FAMILY-37,FATHER,FM037_F4.png,local,26,20,18,0.3680769205093384,0.36409997940063477,0.47361108660697937,11,9,14,15,11,4,9,10,0.34615384615384615,0.38461538461538464,7.152156829833984,9.127581977844239,6.4031243324279785,9.815073013305664
FAMILY-37,FATHER,FM037_F5.png,local,32,18,13,0.3880937695503235,0.39722222089767456,0.39769235253334045,16,10,5,16,8,8,9,8,0.28125,0.25,5.732832180129157,6.648952156305313,5.385164737701416,7.041381359100342
FAMILY-37,MOTHER,FM037_M1.png,local,8,14,12,0.47437500953674316,0.48321422934532166,0.476666659116745,6,12,11,2,2,1,8,6,1.0,0.75,4.472420126199722,5.3157234986623125,2.9953523874282837,4.7360680103302
FAMILY-37,MOTHER,FM037_M2.png,local,31,30,22,0.34525802731513977,0.3651999533176422,0.32999998331069946,15,16,10,16,14,12,15,11,0.4838709677419355,0.3548387096774194,5.939053018887837,7.072893142700195,3.605551242828369,5.830951690673828
FAMILY-37,MOTHER,FM037_M3.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-37,MOTHER,FM037_M4.png,local,7,2,5,0.37557145953178406,0.38499999046325684,0.3717999756336212,5,1,4,2,1,1,0,2,0.0,0.2857142857142857,,9.313452005386353,,9.313452005386353
FAMILY-37,MOTHER,FM037_M5.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-42,CHILD,FM042_C1.png,local,1,0,0,0.2750000059604645,,,0,0,0,1,0,0,0,0,0.0,0.0,,,,
FAMILY-42,CHILD,FM042_C2.png,local,5,0,1,0.36299997568130493,,0.2750000059604645,2,0,0,3,0,1,0,1,0.0,0.2,,2.8284270763397217,,2.8284270763397217
FAMILY-42,CHILD,FM042_C3.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-42,CHILD,FM042_C4.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-42,CHILD,FM042_C5.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-42,FATHER,FM042_F1.png,local,19,14,12,0.4776315689086914,0.4675000011920929,0.42624998092651367,14,10,6,5,4,6,4,5,0.21052631578947367,0.2631578947368421,6.3442593812942505,7.728441429138184,5.0367960929870605,7.211102485656738
FAMILY-42,FATHER,FM042_F2.png,local,1,0,0,0.4950000047683716,,,1,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-42,FATHER,FM042_F3.png,local,5,0,1,0.4949999749660492,,0.4950000047683716,5,0,1,0,0,0,0,1,0.0,0.2,,4.123105525970459,,4.123105525970459
FAMILY-42,FATHER,FM042_F4.png,local,3,1,3,0.4950000047683716,0.9900000095367432,0.6050000190734863,3,1,1,0,0,2,0,0,0.0,0.0,,,,
FAMILY-42,FATHER,FM042_F5.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-42,MOTHER,FM042_M1.png,local,18,18,16,0.42411112785339355,0.4216666519641876,0.45375001430511475,14,12,13,4,6,3,11,6,0.6111111111111112,0.3333333333333333,8.300761006095193,8.563483317693075,8.246211051940918,8.852412700653076
FAMILY-42,MOTHER,FM042_M2.png,local,1,6,3,0.4950000047683716,0.4583333432674408,0.4950000047683716,1,5,3,0,1,0,1,1,1.0,1.0,2.0,12.041594505310059,2.0,12.041594505310059
FAMILY-42,MOTHER,FM042_M3.png,local,9,7,1,0.4705555737018585,0.37557145953178406,0.4950000047683716,8,5,1,1,2,0,2,0,0.2222222222222222,0.0,13.067471981048584,,13.067471981048584,
FAMILY-42,MOTHER,FM042_M4.png,local,11,6,6,0.5199999809265137,0.36666667461395264,0.5408332943916321,10,3,5,1,3,1,3,5,0.2727272727272727,0.45454545454545453,5.061787764231364,5.553619289398194,4.123105525970459,7.280109882354736
FAMILY-42,MOTHER,FM042_M5.png,local,0,0,2,,,0.38499999046325684,0,0,1,0,0,1,0,0,0.0,0.0,,,,
FAMILY-48,CHILD,FM048_C1.png,local,9,4,6,0.3605555593967438,0.5637500286102295,0.4308333098888397,4,3,3,5,1,3,1,3,0.1111111111111111,0.3333333333333333,1.4142135381698608,6.643521308898926,1.4142135381698608,2.8284270763397217
FAMILY-48,CHILD,FM048_C2.png,local,21,20,18,0.447857141494751,0.547249972820282,0.4858333170413971,13,13,9,8,7,9,9,9,0.42857142857142855,0.42857142857142855,4.406767778926426,5.870423568619622,3.1622776985168457,5.0
FAMILY-48,CHILD,FM048_C3.png,local,2,0,1,0.4950000047683716,,0.9900000095367432,2,0,1,0,0,0,0,0,0.0,0.0,,,,
FAMILY-48,CHILD,FM048_C4.png,local,2,1,0,0.38499999046325684,0.2750000059604645,,1,0,0,1,1,0,0,0,0.0,0.0,,,,
FAMILY-48,CHILD,FM048_C5.png,local,5,5,5,0.3190000057220459,0.3630000054836273,0.36299997568130493,1,2,2,4,3,3,2,4,0.4,0.8,5.5,7.688312888145447,5.5,7.3766257762908936
FAMILY-48,FATHER,FM048_F1.png,local,33,21,19,0.47733333706855774,0.4426189959049225,0.4162631630897522,29,16,14,4,5,5,17,16,0.5151515151515151,0.48484848484848486,5.329864572076237,6.865027233958244,4.4721360206604,6.363839864730835
FAMILY-48,FATHER,FM048_F2.png,local,11,12,4,0.5019999742507935,0.4253333508968353,0.4950000047683716,10,10,4,1,2,0,7,2,0.6363636363636364,0.18181818181818182,6.274729251861572,4.830212295055389,6.324555397033691,4.830212295055389
FAMILY-48,FATHER,FM048_F3.png,local,2,0,2,0.38499999046325684,,0.38499999046325684,1,0,1,1,0,1,0,0,0.0,0.0,,,,
FAMILY-48,FATHER,FM048_F4.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-48,FATHER,FM048_F5.png,local,1,4,7,0.4950000047683716,0.33000001311302185,0.33785709738731384,1,1,2,0,3,5,0,1,0.0,1.0,,7.071067810058594,,7.071067810058594
FAMILY-48,MOTHER,FM048_M1.png,local,10,16,12,0.4509999752044678,0.5018749833106995,0.38866662979125977,8,12,8,2,4,4,4,6,0.4,0.6,7.339984774589539,9.934152285257975,7.220339775085449,10.239501953125
FAMILY-48,MOTHER,FM048_M2.png,local,0,1,4,,0.2750000059604645,0.3850000202655792,0,0,2,0,1,2,0,0,0.0,0.0,,,,
FAMILY-48,MOTHER,FM048_M3.png,local,1,1,1,0.2750000059604645,0.2750000059604645,0.2750000059604645,0,0,0,1,1,1,0,0,0.0,0.0,,,,
FAMILY-48,MOTHER,FM048_M4.png,local,8,1,2,0.2887499928474426,0.4950000047683716,0.4950000047683716,1,1,2,7,0,0,0,0,0.0,0.0,,,,
FAMILY-48,MOTHER,FM048_M5.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-54,CHILD,FM054_C1.png,local,3,8,7,0.4950000047683716,0.4496249854564667,0.4949999451637268,3,5,7,0,3,0,2,1,0.6666666666666666,0.3333333333333333,3.6180340051651,2.0,3.6180340051651,2.0
FAMILY-54,CHILD,FM054_C2.png,local,0,0,3,,,0.34833332896232605,0,0,1,0,0,2,0,0,0.0,0.0,,,,
FAMILY-54,CHILD,FM054_C3.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-54,CHILD,FM054_C4.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-54,CHILD,FM054_C5.png,local,8,12,3,0.4399999976158142,0.3850000202655792,0.4216666519641876,6,6,2,2,6,1,2,0,0.25,0.0,10.945226192474365,,10.945226192474365,
FAMILY-54,FATHER,FM054_F1.png,local,12,18,17,0.46291670203208923,0.48888885974884033,0.40441176295280457,8,14,10,4,4,7,2,1,0.16666666666666666,0.08333333333333333,9.427805185317993,12.165525436401367,9.427805185317993,12.165525436401367
FAMILY-54,FATHER,FM054_F2.png,local,4,0,0,0.33000001311302185,,,1,0,0,3,0,0,0,0,0.0,0.0,,,,
FAMILY-54,FATHER,FM054_F3.png,local,0,1,0,,0.550000011920929,,0,0,0,0,1,0,0,0,0.0,0.0,,,,
FAMILY-54,FATHER,FM054_F4.png,local,2,2,2,0.4950000047683716,0.4950000047683716,0.38499999046325684,2,2,1,0,0,1,1,0,0.5,0.0,1.0,,1.0,
FAMILY-54,FATHER,FM054_F5.png,local,12,7,11,0.34833332896232605,0.40700000524520874,0.41499999165534973,4,6,7,8,1,4,2,2,0.16666666666666666,0.16666666666666666,8.70087718963623,3.2071067690849304,8.70087718963623,3.2071067690849304
FAMILY-54,MOTHER,FM054_M1.png,local,65,55,45,0.4269692301750183,0.38460007309913635,0.3625110983848572,42,31,23,23,24,22,34,31,0.5230769230769231,0.47692307692307695,6.517730369287379,9.207307473305733,5.608058214187622,9.848857879638672
FAMILY-54,MOTHER,FM054_M2.png,local,50,31,30,0.4171200692653656,0.4055805802345276,0.4051666259765625,35,19,17,15,12,13,17,10,0.34,0.2,8.386087193208581,7.992179679870605,8.246211051940918,6.701562166213989
FAMILY-54,MOTHER,FM054_M3.png,local,43,21,8,0.375279039144516,0.43057137727737427,0.4675000011920929,21,14,7,22,7,1,13,4,0.3023255813953488,0.09302325581395349,7.161397411273076,5.577982187271118,5.830951690673828,4.96505331993103
FAMILY-54,MOTHER,FM054_M4.png,local,24,16,14,0.4652083218097687,0.4296875,0.3692857325077057,15,9,6,9,7,8,7,5,0.2916666666666667,0.20833333333333334,8.607614755630493,7.925803518295288,11.180339813232422,9.433980941772461
FAMILY-54,MOTHER,FM054_M5.png,local,24,13,6,0.3721666634082794,0.33761537075042725,0.4216667115688324,13,7,4,11,6,2,5,3,0.20833333333333334,0.125,4.252845764160156,7.461721579233806,1.0,5.385164737701416
FAMILY-65,CHILD,FM065_C1.png,local,55,62,60,0.7708002328872681,0.6953952312469482,0.6286500096321106,49,52,53,6,10,7,31,33,0.5636363636363636,0.6,5.927519790587887,8.244466095259696,5.830951690673828,8.5440034866333
FAMILY-65,CHILD,FM065_C2.png,local,44,36,34,0.47300001978874207,0.4045555591583252,0.407647043466568,29,24,18,15,12,16,24,28,0.5454545454545454,0.6363636363636364,6.531469444433848,7.704478544848306,5.692582368850708,7.8102498054504395
FAMILY-65,CHILD,FM065_C3.png,local,14,24,22,0.48321428894996643,0.4789583384990692,0.4270000159740448,11,20,18,3,4,4,6,5,0.42857142857142855,0.35714285714285715,2.83735861380895,8.644155502319336,1.2071067690849304,7.0
FAMILY-65,CHILD,FM065_C4.png,local,50,49,43,0.40084004402160645,0.41867348551750183,0.42209306359291077,30,29,23,20,20,20,24,21,0.48,0.42,6.336611285805702,8.590527676400685,5.242092132568359,8.0
FAMILY-65,CHILD,FM065_C5.png,local,18,14,10,0.33427777886390686,0.45964282751083374,0.4757499694824219,10,10,8,8,4,2,4,6,0.2222222222222222,0.3333333333333333,8.470253586769104,6.724265734354655,7.807886600494385,5.328427076339722
FAMILY-65,FATHER,FM065_F1.png,local,0,4,0,,0.4950000047683716,,0,4,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-65,FATHER,FM065_F2.png,local,0,0,1,,,0.4950000047683716,0,0,1,0,0,0,0,0,0.0,0.0,,,,
FAMILY-65,FATHER,FM065_F3.png,local,7,13,5,0.400714248418808,0.4442307651042938,0.40699997544288635,4,10,3,3,3,2,6,2,0.8571428571428571,0.2857142857142857,7.238060235977173,10.300323724746704,7.9721360206604,10.300323724746704
FAMILY-65,FATHER,FM065_F4.png,local,3,0,0,0.4950000047683716,,,3,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-65,FATHER,FM065_F5.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-65,MOTHER,FM065_M1.png,local,0,1,0,,0.4950000047683716,,0,1,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-65,MOTHER,FM065_M2.png,local,3,0,3,0.4216666519641876,,0.4950000047683716,2,0,3,1,0,0,0,1,0.0,0.3333333333333333,,8.5440034866333,,8.5440034866333
FAMILY-65,MOTHER,FM065_M3.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-65,MOTHER,FM065_M4.png,local,8,7,4,0.45375001430511475,0.37714284658432007,0.33000001311302185,4,2,1,4,5,3,5,2,0.625,0.25,6.303853130340576,4.192582368850708,5.830951690673828,4.192582368850708
FAMILY-65,MOTHER,FM065_M5.png,local,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-66,CHILD,FM066_C1.png,local,0,1,8,,0.4950000047683716,0.4743749797344208,0,1,5,0,0,3,0,0,0.0,0.0,,,,
FAMILY-66,CHILD,FM066_C2.png,local,2,0,0,0.4950000047683716,,,2,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-66,CHILD,FM066_C3.png,local,5,11,14,0.40700000524520874,0.4020000398159027,0.5295714139938354,3,6,11,2,5,3,2,1,0.4,0.2,4.2360680103302,4.123105525970459,4.2360680103302,4.123105525970459
FAMILY-66,CHILD,FM066_C4.png,local,6,1,2,0.42166662216186523,0.4950000047683716,0.38499999046325684,4,1,1,2,0,1,0,0,0.0,0.0,,,,
FAMILY-66,CHILD,FM066_C5.png,local,0,1,0,,0.4950000047683716,,0,1,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-66,FATHER,FM066_F1.png,local,12,8,3,0.5408332943916321,0.4124999940395355,0.4216666519641876,10,2,2,2,6,1,2,0,0.16666666666666666,0.0,4.802775621414185,,4.802775621414185,
FAMILY-66,FATHER,FM066_F2.png,local,2,0,0,0.2750000059604645,,,0,0,0,2,0,0,0,0,0.0,0.0,,,,
FAMILY-66,FATHER,FM066_F3.png,local,34,16,22,0.26464706659317017,0.3712500035762787,0.3649999797344208,6,7,9,28,9,13,12,10,0.35294117647058826,0.29411764705882354,7.993914385636647,6.370127868652344,7.605551242828369,5.662277698516846
FAMILY-66,FATHER,FM066_F4.png,local,10,6,9,0.4092000126838684,0.3153333067893982,0.448555588722229,7,2,8,3,4,1,3,2,0.3,0.2,10.277318716049194,6.264982223510742,14.03566837310791,6.264982223510742
FAMILY-66,FATHER,FM066_F5.png,local,0,0,5,,,0.40700000524520874,0,0,3,0,0,2,0,0,0.0,0.0,,,,
FAMILY-66,MOTHER,FM066_M1.png,local,1,3,3,0.4950000047683716,0.4216666519641876,0.34833332896232605,1,2,1,0,1,2,0,0,0.0,0.0,,,,
FAMILY-66,MOTHER,FM066_M2.png,local,0,0,1,,,0.4950000047683716,0,0,1,0,0,0,0,0,0.0,0.0,,,,
FAMILY-66,MOTHER,FM066_M3.png,local,1,1,2,0.4950000047683716,0.9900000095367432,0.5225000381469727,1,1,1,0,0,1,0,0,0.0,0.0,,,,
FAMILY-66,MOTHER,FM066_M4.png,local,6,1,5,0.3116666376590729,0.4950000047683716,0.3190000057220459,1,1,1,5,0,4,0,2,0.0,0.3333333333333333,,7.456221342086792,,7.456221342086792
FAMILY-66,MOTHER,FM066_M5.png,local,0,6,7,,0.4216667115688324,0.3692857325077057,0,4,3,0,2,4,0,0,0.0,0.0,,,,
FAMILY-67,CHILD,FM067_C1.png,local,67,61,57,0.41898512840270996,0.402582049369812,0.41954389214515686,25,31,32,42,30,25,30,28,0.44776119402985076,0.417910447761194,5.787948246796926,7.142777706895556,5.0,7.071067810058594
