family,member,image,distortion_type,clean_count,distorted_count,rectified_count,clean_quality,distorted_quality,rectified_quality,clean_endings,distorted_endings,rectified_endings,clean_bifurcations,distorted_bifurcations,rectified_bifurcations,distorted_matched,rectified_matched,distorted_match_rate,rectified_match_rate,distorted_mean_distance,rectified_mean_distance,distorted_median_distance,rectified_median_distance
FAMILY-13,CHILD,FM013_C1.png,elastic,57,53,43,0.3564385771751404,0.37379246950149536,0.41595351696014404,29,27,29,28,26,14,26,7,0.45614035087719296,0.12280701754385964,7.909011872915121,9.95421096256801,7.035533905029297,10.049875259399414
FAMILY-13,CHILD,FM013_C2.png,elastic,35,19,20,0.33471426367759705,0.32826313376426697,0.358599990606308,11,7,10,24,12,10,7,6,0.2,0.17142857142857143,10.418202570506505,5.836568117141724,12.083045959472656,3.864328384399414
FAMILY-13,CHILD,FM013_C3.png,elastic,23,4,12,0.3759130537509918,0.6325000524520874,0.5041666626930237,12,2,9,11,2,3,0,3,0.0,0.13043478260869565,,9.54758596420288,,10.198039054870605
FAMILY-13,CHILD,FM013_C4.png,elastic,11,4,3,0.4549999535083771,0.5637500286102295,0.2383333444595337,6,3,0,5,1,3,0,0,0.0,0.0,,,,
FAMILY-13,CHILD,FM013_C5.png,elastic,24,17,23,0.33916667103767395,0.37367647886276245,0.3347826302051544,8,7,4,16,10,19,11,13,0.4583333333333333,0.5416666666666666,7.927332119508223,7.4344111405886135,7.8102498054504395,6.7082037925720215
FAMILY-13,FATHER,FM013_F1.png,elastic,38,17,22,0.33694732189178467,0.4445294141769409,0.4609999656677246,16,11,16,22,6,6,9,4,0.23684210526315788,0.10526315789473684,10.098206520080566,9.8247572183609,9.486832618713379,10.043179273605347
FAMILY-13,FATHER,FM013_F2.png,elastic,48,47,58,0.32770833373069763,0.3859362006187439,0.3444138169288635,19,27,22,29,20,36,21,19,0.4375,0.3958333333333333,7.741506128084092,8.33823423636587,8.062257766723633,8.9442720413208
FAMILY-13,FATHER,FM013_F3.png,elastic,66,65,67,0.3696666955947876,0.37450772523880005,0.3917313516139984,29,27,31,37,38,36,24,25,0.36363636363636365,0.3787878787878788,7.583162660400073,10.414550895690917,8.206287622451782,11.045360565185547
FAMILY-13,FATHER,FM013_F4.png,elastic,71,76,54,0.3738451302051544,0.33593425154685974,0.37929630279541016,31,24,25,40,52,29,28,19,0.39436619718309857,0.2676056338028169,8.194030140127454,8.922374298698024,8.27376937866211,9.486832618713379
FAMILY-13,FATHER,FM013_F5.png,elastic,73,66,70,0.3346712589263916,0.3445000648498535,0.3296857178211212,24,20,21,49,46,49,28,27,0.3835616438356164,0.3698630136986301,8.368753893034798,9.717572689056396,8.028230428695679,9.219544410705566
FAMILY-13,MOTHER,FM013_M1.png,elastic,54,51,63,0.344870388507843,0.3195391893386841,0.39844444394111633,22,14,31,32,37,32,14,25,0.25925925925925924,0.46296296296296297,7.373256547110421,9.12786407470703,8.031128883361816,9.0
FAMILY-13,MOTHER,FM013_M2.png,elastic,55,59,52,0.3522000312805176,0.34528815746307373,0.34057697653770447,24,24,20,31,35,32,32,22,0.5818181818181818,0.4,8.8743547052145,8.898631339723414,9.757587432861328,10.172752857208252
FAMILY-13,MOTHER,FM013_M3.png,elastic,41,22,9,0.4008293151855469,0.38499996066093445,0.37522220611572266,23,12,5,18,10,4,12,4,0.2926829268292683,0.0975609756097561,8.821940461794535,10.973410606384277,8.07768726348877,9.974685192108154
FAMILY-13,MOTHER,FM013_M4.png,elastic,43,42,54,0.31823253631591797,0.34361904859542847,0.32001858949661255,13,14,20,30,28,34,16,19,0.37209302325581395,0.4418604651162791,8.741776257753372,7.306129681436639,9.741928100585938,7.0
FAMILY-13,MOTHER,FM013_M5.png,elastic,36,48,35,0.3846944570541382,0.32083332538604736,0.32748571038246155,18,22,11,18,26,24,12,13,0.3333333333333333,0.3611111111111111,9.79044802983602,7.628338538683378,10.621699810028076,7.211102485656738
FAMILY-14,CHILD,FM014_C1.png,elastic,70,70,61,0.47653573751449585,0.3597000539302826,0.37030333280563354,44,35,25,26,35,36,28,23,0.4,0.32857142857142857,9.176353429044996,9.204425018766653,9.353188514709473,9.433980941772461
FAMILY-14,CHILD,FM014_C2.png,elastic,44,76,68,0.3917500376701355,0.46388164162635803,0.42204412817955017,19,46,31,25,30,37,18,12,0.4090909090909091,0.2727272727272727,7.815284589926402,8.079930941263834,9.109772205352783,8.485281467437744
FAMILY-14,CHILD,FM014_C3.png,elastic,43,45,35,0.4699302911758423,0.37827780842781067,0.41831427812576294,25,22,19,18,23,16,26,11,0.6046511627906976,0.2558139534883721,7.351430553656358,7.2814648151397705,7.245606184005737,5.830951690673828
FAMILY-14,CHILD,FM014_C4.png,elastic,64,75,73,0.4580468535423279,0.3957066535949707,0.38070547580718994,38,30,33,26,45,40,26,23,0.40625,0.359375,8.577306940005375,8.823476241982501,8.773298740386963,9.05538558959961
FAMILY-14,CHILD,FM014_C5.png,elastic,80,69,70,0.5264874696731567,0.4254927933216095,0.3765143156051636,54,36,30,26,33,40,33,28,0.4125,0.35,7.9235373338063555,9.29182357447488,8.062257766723633,9.46040678024292
FAMILY-14,FATHER,FM014_F1.png,elastic,106,103,90,0.4269244968891144,0.37848547101020813,0.4057777523994446,42,31,35,64,72,55,47,43,0.44339622641509435,0.4056603773584906,8.82660681136111,9.158725220103596,8.246211051940918,10.0
FAMILY-14,FATHER,FM014_F2.png,elastic,10,6,4,0.4509999752044678,0.296999990940094,0.33550000190734863,8,2,2,2,4,2,1,0,0.1,0.0,13.0,,13.0,
FAMILY-14,FATHER,FM014_F3.png,elastic,24,8,5,0.4271666705608368,0.4124999940395355,0.38940000534057617,18,5,4,6,3,1,6,3,0.25,0.125,9.89815123875936,9.258407910664877,9.77200174331665,8.9442720413208
FAMILY-14,FATHER,FM014_F4.png,elastic,80,61,49,0.381012499332428,0.35200002789497375,0.38185715675354004,27,20,21,53,41,28,30,17,0.375,0.2125,7.640273324648539,8.401252746582031,7.141085147857666,7.071067810058594
FAMILY-14,FATHER,FM014_F5.png,elastic,89,84,22,0.45878657698631287,0.40346425771713257,0.43174993991851807,44,45,16,45,39,6,38,17,0.42696629213483145,0.19101123595505617,8.074292766420465,9.192266485270332,7.413437843322754,10.630146026611328
FAMILY-14,MOTHER,FM014_M1.png,elastic,76,44,38,0.31103944778442383,0.35524997115135193,0.3920920789241791,18,17,23,58,27,15,26,14,0.34210526315789475,0.18421052631578946,7.563457952095912,8.945034222943443,8.062257766723633,9.21699047088623
FAMILY-14,MOTHER,FM014_M2.png,elastic,24,23,9,0.37308335304260254,0.38404345512390137,0.2994444668292999,11,16,2,13,7,7,7,3,0.2916666666666667,0.125,9.183567932673864,7.32352089881897,9.219544410705566,5.0
FAMILY-14,MOTHER,FM014_M3.png,elastic,7,11,7,0.4085714519023895,0.48500001430511475,0.3378571569919586,3,7,2,4,4,5,1,1,0.14285714285714285,0.14285714285714285,14.764822959899902,14.764822959899902,14.764822959899902,14.764822959899902
FAMILY-14,MOTHER,FM014_M4.png,elastic,59,39,27,0.30222031474113464,0.3644101917743683,0.32674071192741394,12,21,12,47,18,15,12,13,0.2033898305084746,0.22033898305084745,7.596894294023514,8.057941381747906,6.082762718200684,7.6157732009887695
FAMILY-14,MOTHER,FM014_M5.png,elastic,44,22,28,0.4302500784397125,0.48749998211860657,0.43567854166030884,32,20,21,12,2,7,5,5,0.11363636363636363,0.11363636363636363,8.564649772644042,9.951541233062745,9.486832618713379,8.062257766723633
FAMILY-15,CHILD,FM015_C1.png,elastic,64,76,70,0.39909377694129944,0.36560529470443726,0.4177643358707428,30,30,38,34,46,32,26,23,0.40625,0.359375,7.838359617269957,7.643352373786595,8.154234409332275,7.071067810058594
FAMILY-15,CHILD,FM015_C2.png,elastic,53,45,49,0.4045095145702362,0.36837777495384216,0.4413469135761261,30,27,33,23,18,16,22,18,0.41509433962264153,0.33962264150943394,8.20049614797939,9.293258322609795,8.59524154663086,9.641419410705566
FAMILY-15,CHILD,FM015_C3.png,elastic,42,66,57,0.3716428279876709,0.37166669964790344,0.37380704283714294,20,32,28,22,34,29,26,18,0.6190476190476191,0.42857142857142855,7.762686678996453,7.801699744330512,7.510676145553589,7.839015483856201
FAMILY-15,CHILD,FM015_C4.png,elastic,37,36,19,0.43732431530952454,0.37461110949516296,0.4729999601840973,27,20,18,10,16,1,18,7,0.4864864864864865,0.1891891891891892,8.60579980081982,8.22272116797311,10.309593677520752,7.071067810058594
FAMILY-15,CHILD,FM015_C5.png,elastic,31,27,26,0.40061286091804504,0.4008888602256775,0.44634613394737244,20,17,23,11,10,3,15,10,0.4838709677419355,0.3225806451612903,7.6948967456817625,8.847334551811219,7.071067810058594,8.74341630935669
FAMILY-15,FATHER,FM015_F1.png,elastic,46,39,41,0.41441312432289124,0.3706153333187103,0.40029269456863403,32,19,28,14,20,13,20,13,0.43478260869565216,0.2826086956521739,7.218012011051178,8.720017332297106,6.363839864730835,9.219544410705566
FAMILY-15,FATHER,FM015_F2.png,elastic,14,13,9,0.3732143044471741,0.44846153259277344,0.45222219824790955,5,8,5,9,5,4,6,3,0.42857142857142855,0.21428571428571427,10.247085014979044,4.427461942036946,11.216116428375244,4.4721360206604
FAMILY-15,FATHER,FM015_F3.png,elastic,2,3,3,0.38499999046325684,0.4216666519641876,0.4950000047683716,1,2,3,1,1,0,0,0,0.0,0.0,,,,
FAMILY-15,FATHER,FM015_F4.png,elastic,23,42,21,0.4495651423931122,0.3548809587955475,0.3876190781593323,16,12,9,7,30,12,11,7,0.4782608695652174,0.30434782608695654,7.345520626414906,7.24306515284947,7.211102485656738,5.099019527435303
FAMILY-15,FATHER,FM015_F5.png,elastic,9,0,4,0.43388888239860535,,0.38499999046325684,7,0,2,2,0,2,0,0,0.0,0.0,,,,
FAMILY-15,MOTHER,FM015_M1.png,elastic,49,40,34,0.41373470425605774,0.41304999589920044,0.4034411907196045,32,28,21,17,12,13,20,16,0.40816326530612246,0.32653061224489793,7.092477458715439,8.456114649772644,6.701562166213989,8.6409010887146
FAMILY-15,MOTHER,FM015_M2.png,elastic,19,21,17,0.39194735884666443,0.4258571267127991,0.33582350611686707,16,19,8,3,2,9,7,6,0.3684210526315789,0.3157894736842105,8.3569643838065,6.797394394874573,7.211102485656738,6.07775354385376
FAMILY-15,MOTHER,FM015_M3.png,elastic,6,17,19,0.42166662216186523,0.47558823227882385,0.4313157796859741,4,11,9,2,6,10,1,2,0.16666666666666666,0.3333333333333333,9.433980941772461,7.071067810058594,9.433980941772461,7.071067810058594
FAMILY-15,MOTHER,FM015_M4.png,elastic,43,26,13,0.41569772362709045,0.416307657957077,0.3934614956378937,27,19,7,16,7,6,14,7,0.32558139534883723,0.16279069767441862,8.868449483598981,9.637083700725011,10.097562789916992,10.770329475402832
FAMILY-15,MOTHER,FM015_M5.png,elastic,33,31,38,0.4283333122730255,0.37151607871055603,0.4058420658111572,23,17,25,10,14,13,8,4,0.24242424242424243,0.12121212121212122,8.346041083335876,8.31383490562439,8.438156127929688,7.232691049575806
FAMILY-20,CHILD,FM020_C1.png,elastic,4,0,8,0.4399999976158142,,0.3987500071525574,3,0,5,1,0,3,0,1,0.0,0.25,,8.5440034866333,,8.5440034866333
FAMILY-20,CHILD,FM020_C2.png,elastic,1,3,9,0.4950000047683716,0.34833335876464844,0.42166668176651,1,1,6,0,2,3,0,0,0.0,0.0,,,,
FAMILY-20,CHILD,FM020_C3.png,elastic,5,1,4,0.45100003480911255,0.4950000047683716,0.445499986410141,4,1,4,1,0,0,1,0,0.2,0.0,7.211102485656738,,7.211102485656738,
FAMILY-20,CHILD,FM020_C4.png,elastic,1,8,4,0.4950000047683716,0.32999998331069946,0.33000001311302185,1,2,1,0,6,3,0,0,0.0,0.0,,,,
FAMILY-20,CHILD,FM020_C5.png,elastic,3,4,4,0.2383333444595337,0.38499999046325684,0.3409999907016754,0,2,3,3,2,1,0,0,0.0,0.0,,,,
FAMILY-20,FATHER,FM020_F1.png,elastic,10,8,23,0.42899999022483826,0.4399999976158142,0.32378262281417847,7,6,8,3,2,15,1,3,0.1,0.3,9.433980941772461,10.744316895802816,9.433980941772461,12.529964447021484
FAMILY-20,FATHER,FM020_F2.png,elastic,10,2,3,0.40700000524520874,0.38499999046325684,0.34833332896232605,6,1,1,4,1,2,1,0,0.1,0.0,11.401754379272461,,11.401754379272461,
FAMILY-20,FATHER,FM020_F3.png,elastic,0,4,1,,0.4399999976158142,0.16500000655651093,0,3,0,0,1,1,0,0,0.0,0.0,,,,
FAMILY-20,FATHER,FM020_F4.png,elastic,16,2,3,0.31212499737739563,0.38499999046325684,0.34833335876464844,5,1,1,11,1,2,0,0,0.0,0.0,,,,
FAMILY-20,FATHER,FM020_F5.png,elastic,3,17,5,0.4216666519641876,0.32547059655189514,0.2794000208377838,2,9,2,1,8,3,1,1,0.3333333333333333,0.3333333333333333,13.601470947265625,8.5440034866333,13.601470947265625,8.5440034866333
FAMILY-20,MOTHER,FM020_M1.png,elastic,0,0,4,,,0.3904999792575836,0,0,3,0,0,1,0,0,0.0,0.0,,,,
FAMILY-20,MOTHER,FM020_M2.png,elastic,1,1,4,0.2750000059604645,0.2750000059604645,0.38499999046325684,0,0,2,1,1,2,1,0,1.0,0.0,3.605551242828369,,3.605551242828369,
FAMILY-20,MOTHER,FM020_M3.png,elastic,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-20,MOTHER,FM020_M4.png,elastic,0,0,11,,,0.35200002789497375,0,0,4,0,0,7,0,0,0.0,0.0,,,,
FAMILY-20,MOTHER,FM020_M5.png,elastic,1,1,3,0.4950000047683716,0.2750000059604645,0.4216666519641876,1,0,2,0,1,1,0,0,0.0,0.0,,,,
FAMILY-23,CHILD,FM023_C1.png,elastic,18,29,34,0.4033333361148834,0.3872758150100708,0.32417646050453186,11,18,14,7,11,20,5,5,0.2777777777777778,0.2777777777777778,7.762563896179199,8.614580631256104,6.4031243324279785,8.485280990600586
FAMILY-23,CHILD,FM023_C2.png,elastic,2,12,16,0.38499999046325684,0.4464166462421417,0.367125004529953,1,8,9,1,4,7,0,0,0.0,0.0,,,,
FAMILY-23,CHILD,FM023_C3.png,elastic,13,16,20,0.4103845953941345,0.43312501907348633,0.37620002031326294,8,12,11,5,4,9,4,5,0.3076923076923077,0.38461538461538464,9.39639949798584,11.530937004089356,9.27200174331665,11.704699516296387
FAMILY-23,CHILD,FM023_C4.png,elastic,7,15,6,0.4635713994503021,0.3967333137989044,0.33000001311302185,6,11,2,1,4,4,4,0,0.5714285714285714,0.0,11.687381267547607,,12.185900211334229,
FAMILY-23,CHILD,FM023_C5.png,elastic,5,6,6,0.3630000054836273,0.2786666452884674,0.43449997901916504,2,1,3,3,5,3,1,1,0.2,0.2,12.529964447021484,7.280109882354736,12.529964447021484,7.280109882354736
FAMILY-23,FATHER,FM023_F1.png,elastic,25,24,21,0.3515600264072418,0.36024999618530273,0.3420476019382477,12,13,12,13,11,9,14,8,0.56,0.32,8.541607541697365,8.926784038543701,8.773298740386963,9.018153190612793
FAMILY-23,FATHER,FM023_F2.png,elastic,44,36,28,0.38850003480911255,0.3654443919658661,0.33628565073013306,20,20,12,24,16,16,14,16,0.3181818181818182,0.36363636363636365,8.245341777801514,9.268480733036995,8.215323448181152,9.353188514709473
FAMILY-23,FATHER,FM023_F3.png,elastic,58,58,43,0.4612414240837097,0.4316551983356476,0.39804649353027344,37,38,26,21,20,17,19,18,0.3275862068965517,0.3103448275862069,7.8752399243806535,7.923194785912831,7.211102485656738,8.9442720413208
FAMILY-23,FATHER,FM023_F4.png,elastic,29,25,16,0.4240688979625702,0.3718000054359436,0.40012499690055847,23,11,10,6,14,6,9,6,0.3103448275862069,0.20689655172413793,8.718142324023777,7.052363872528076,8.9442720413208,6.5163795948028564
FAMILY-23,FATHER,FM023_F5.png,elastic,81,81,70,0.5313950181007385,0.4648517966270447,0.4357571601867676,63,56,48,18,25,22,38,30,0.4691358024691358,0.37037037037037035,7.784436894090552,7.6941634058952335,7.90512490272522,9.081908226013184
FAMILY-23,MOTHER,FM023_M1.png,elastic,61,60,50,0.506901741027832,0.44476670026779175,0.3799400329589844,43,39,32,18,21,18,25,17,0.4098360655737705,0.2786885245901639,7.436084060668946,9.065144468756284,6.0,9.05538558959961
FAMILY-23,MOTHER,FM023_M2.png,elastic,18,37,39,0.4045555591583252,0.4224594533443451,0.4148973822593689,12,30,28,6,7,11,9,9,0.5,0.5,7.2627305454678,9.280501418643528,6.324555397033691,9.219544410705566
FAMILY-23,MOTHER,FM023_M3.png,elastic,16,20,16,0.4633750021457672,0.4867499768733978,0.4324374794960022,11,17,11,5,3,5,9,8,0.5625,0.5,7.657788064744738,8.834758937358856,7.071067810058594,8.14530611038208
FAMILY-23,MOTHER,FM023_M4.png,elastic,18,36,45,0.4228888750076294,0.3770555257797241,0.42093339562416077,13,21,29,5,15,16,4,11,0.2222222222222222,0.6111111111111112,7.180081844329834,8.219241705807773,7.4095728397369385,7.071067810058594
FAMILY-23,MOTHER,FM023_M5.png,elastic,9,33,38,0.3776666820049286,0.39233335852622986,0.34042102098464966,6,24,17,3,9,21,1,5,0.1111111111111111,0.5555555555555556,5.656854152679443,8.482950496673585,5.656854152679443,8.062257766723633
FAMILY-36,CHILD,FM036_C1.png,elastic,3,0,0,0.4216666519641876,,,2,0,0,1,0,0,0,0,0.0,0.0,,,,
FAMILY-36,CHILD,FM036_C2.png,elastic,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-36,CHILD,FM036_C3.png,elastic,1,0,4,0.2750000059604645,,0.3850000202655792,0,0,2,1,0,2,0,1,0.0,1.0,,8.062257766723633,,8.062257766723633
FAMILY-36,CHILD,FM036_C4.png,elastic,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-36,CHILD,FM036_C5.png,elastic,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-36,FATHER,FM036_F1.png,elastic,11,2,0,0.4400000274181366,0.7425000071525574,,6,2,0,5,0,0,0,0,0.0,0.0,,,,
FAMILY-36,FATHER,FM036_F2.png,elastic,2,2,0,0.38499999046325684,0.4950000047683716,,1,2,0,1,0,0,0,0,0.0,0.0,,,,
FAMILY-36,FATHER,FM036_F3.png,elastic,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-36,FATHER,FM036_F4.png,elastic,0,2,1,,0.38499999046325684,0.2750000059604645,0,1,0,0,1,1,0,0,0.0,0.0,,,,
FAMILY-36,FATHER,FM036_F5.png,elastic,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-36,MOTHER,FM036_M1.png,elastic,23,11,10,0.39934781193733215,0.40199998021125793,0.3244999945163727,13,6,3,10,5,7,4,5,0.17391304347826086,0.21739130434782608,8.685510635375977,8.562402153015137,9.371021270751953,9.848857879638672
FAMILY-36,MOTHER,FM036_M2.png,elastic,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-36,MOTHER,FM036_M3.png,elastic,1,1,5,0.4950000047683716,0.2750000059604645,0.5059999823570251,1,0,3,0,1,2,0,0,0.0,0.0,,,,
FAMILY-36,MOTHER,FM036_M4.png,elastic,1,2,2,0.2750000059604645,0.2750000059604645,0.2750000059604645,0,0,0,1,2,2,0,0,0.0,0.0,,,,
FAMILY-36,MOTHER,FM036_M5.png,elastic,5,0,4,0.40699997544288635,,0.35749998688697815,3,0,2,2,0,2,0,0,0.0,0.0,,,,
FAMILY-37,CHILD,FM037_C1.png,elastic,1,2,4,0.2750000059604645,0.38499999046325684,0.30799999833106995,0,1,2,1,1,2,0,1,0.0,1.0,,5.0,,5.0
FAMILY-37,CHILD,FM037_C2.png,elastic,5,1,7,0.4949999749660492,0.4950000047683716,0.35985714197158813,5,1,5,0,0,2,0,1,0.0,0.2,,2.2360680103302,,2.2360680103302
FAMILY-37,CHILD,FM037_C3.png,elastic,4,3,6,0.38499999046325684,0.4950000047683716,0.4216667115688324,2,3,4,2,0,2,0,0,0.0,0.0,,,,
FAMILY-37,CHILD,FM037_C4.png,elastic,2,9,8,0.38499999046325684,0.3361111283302307,0.4427500069141388,1,3,7,1,6,1,1,1,0.5,0.5,9.219544410705566,14.0,9.219544410705566,14.0
FAMILY-37,CHILD,FM037_C5.png,elastic,3,0,3,0.4216666519641876,,0.4216666519641876,2,0,2,1,0,1,0,0,0.0,0.0,,,,
FAMILY-37,FATHER,FM037_F1.png,elastic,52,26,15,0.41482698917388916,0.3761153817176819,0.3556666672229767,30,14,6,22,12,9,10,5,0.19230769230769232,0.09615384615384616,8.188873958587646,8.60322208404541,9.206451654434204,6.7082037925720215
FAMILY-37,FATHER,FM037_F2.png,elastic,35,19,10,0.4651428759098053,0.4672105312347412,0.3850000202655792,28,14,5,7,5,5,4,4,0.11428571428571428,0.11428571428571428,7.844218492507935,11.54193925857544,7.408327102661133,12.74760913848877
FAMILY-37,FATHER,FM037_F3.png,elastic,14,20,24,0.4478571116924286,0.34209999442100525,0.4413750171661377,11,8,20,3,12,4,4,4,0.2857142857142857,0.2857142857142857,11.614608883857727,10.336600422859192,13.179708003997803,10.799896717071533
FAMILY-37,FATHER,FM037_F4.png,elastic,26,14,24,0.3680769205093384,0.37871429324150085,0.42258331179618835,11,8,17,15,6,7,3,8,0.11538461538461539,0.3076923076923077,6.961591720581055,9.88495945930481,7.280109882354736,10.058489322662354
FAMILY-37,FATHER,FM037_F5.png,elastic,32,25,15,0.3880937695503235,0.36079996824264526,0.408466637134552,16,9,10,16,16,5,12,9,0.375,0.28125,6.842509508132935,8.441224098205566,7.354101896286011,8.062257766723633
FAMILY-37,MOTHER,FM037_M1.png,elastic,8,10,12,0.47437500953674316,0.3630000054836273,0.4065416157245636,6,4,7,2,6,5,3,4,0.375,0.5,12.741379102071127,5.680359899997711,12.727922439575195,6.041381359100342
FAMILY-37,MOTHER,FM037_M2.png,elastic,31,40,34,0.34525802731513977,0.3910500109195709,0.422529399394989,15,24,26,16,16,8,13,13,0.41935483870967744,0.41935483870967744,9.121867216550386,8.400922683569101,8.062257766723633,9.433980941772461
FAMILY-37,MOTHER,FM037_M3.png,elastic,0,7,6,,0.4635713994503021,0.38499999046325684,0,6,3,0,1,3,0,0,0.0,0.0,,,,
FAMILY-37,MOTHER,FM037_M4.png,elastic,7,8,2,0.37557145953178406,0.4207499921321869,0.38499999046325684,5,8,1,2,0,1,2,0,0.2857142857142857,0.0,4.7434163093566895,,4.7434163093566895,
FAMILY-37,MOTHER,FM037_M5.png,elastic,0,0,3,,,0.4216666519641876,0,0,2,0,0,1,0,0,0.0,0.0,,,,
FAMILY-42,CHILD,FM042_C1.png,elastic,1,0,0,0.2750000059604645,,,0,0,0,1,0,0,0,0,0.0,0.0,,,,
FAMILY-42,CHILD,FM042_C2.png,elastic,5,1,2,0.36299997568130493,0.4950000047683716,0.2750000059604645,2,1,0,3,0,2,0,0,0.0,0.0,,,,
FAMILY-42,CHILD,FM042_C3.png,elastic,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-42,CHILD,FM042_C4.png,elastic,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-42,CHILD,FM042_C5.png,elastic,0,1,0,,0.4950000047683716,,0,1,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-42,FATHER,FM042_F1.png,elastic,19,23,27,0.4776315689086914,0.39791300892829895,0.43388885259628296,14,12,15,5,11,12,2,4,0.10526315789473684,0.21052631578947367,4.828427076339722,9.131172895431519,4.828427076339722,10.262345790863037
FAMILY-42,FATHER,FM042_F2.png,elastic,1,1,4,0.4950000047683716,0.296999990940094,0.4399999976158142,1,1,3,0,0,1,0,0,0.0,0.0,,,,
FAMILY-42,FATHER,FM042_F3.png,elastic,5,1,2,0.4949999749660492,0.2750000059604645,0.4950000047683716,5,0,2,0,1,0,0,0,0.0,0.0,,,,
FAMILY-42,FATHER,FM042_F4.png,elastic,3,1,1,0.4950000047683716,0.550000011920929,0.2750000059604645,3,0,0,0,1,1,0,0,0.0,0.0,,,,
FAMILY-42,FATHER,FM042_F5.png,elastic,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,,,,
FAMILY-42,MOTHER,FM042_M1.png,elastic,18,17,18,0.42411112785339355,0.4121764600276947,0.40088891983032227,14,12,13,4,5,5,7,10,0.3888888888888889,0.5555555555555556,8.889369896480016,8.373128509521484,9.219544410705566,8.109772205352783
FAMILY-42,MOTHER,FM042_M2.png,elastic,1,2,4,0.4950000047683716,0.38499999046325684,0.30250000953674316,1,1,1,0,1,3,0,1,0.0,1.0,,13.416407585144043,,13.416407585144043
FAMILY-42,MOTHER,FM042_M3.png,elastic,9,14,8,0.4705555737018585,0.35671427845954895,0.4455000162124634,8,7,5,1,7,3,2,1,0.2222222222222222,0.1111111111111111,7.647815227508545,11.401754379272461,7.647815227508545,11.401754379272461
FAMILY-42,MOTHER,FM042_M4.png,elastic,11,12,15,0.5199999809265137,0.40699997544288635,0.4620000123977661,10,9,11,1,3,4,6,5,0.5454545454545454,0.45454545454545453,7.774115641911824,8.359068012237548,7.531128883361816,7.8102498054504395
FAMILY-42,MOTHER,FM042_M5.png,elastic,0,4,5,,0.4950000047683716,0.32339996099472046,0,4,2,0,0,3,0,0,0.0,0.0,,,,
FAMILY-48,CHILD,FM048_C1.png,elastic,9,4,1,0.3605555593967438,0.4950000047683716,0.4950000047683716,4,4,1,5,0,0,1,0,0.1111111111111111,0.0,8.062257766723633,,8.062257766723633,
FAMILY-48,CHILD,FM048_C2.png,elastic,21,22,27,0.447857141494751,0.3934999704360962,0.3605555295944214,13,12,12,8,10,15,10,7,0.47619047619047616,0.3333333333333333,9.966356182098389,7.6457265104566305,10.58128309249878,7.0
FAMILY-48,CHILD,FM048_C3.png,elastic,2,2,2,0.4950000047683716,0.38499999046325684,0.38499999046325684,2,1,1,0,1,1,0,0,0.0,0.0,,,,
FAMILY-48,CHILD,FM048_C4.png,elastic,2,3,0,0.38499999046325684,0.4950000047683716,,1,3,0,1,0,0,0,0,0.0,0.0,,,,
FAMILY-48,CHILD,FM048_C5.png,elastic,5,2,4,0.3190000057220459,0.33000001311302185,0.33000001311302185,1,1,1,4,1,3,1,2,0.2,0.4,6.324555397033691,12.1656494140625,6.324555397033691,12.1656494140625
FAMILY-48,FATHER,FM048_F1.png,elastic,33,19,5,0.47733333706855774,0.4509999752044678,0.4114000201225281,29,17,4,4,2,1,13,4,0.3939393939393939,0.12121212121212122,8.507914368922894,6.565329432487488,9.0,6.14119291305542
FAMILY-48,FATHER,FM048_F2.png,elastic,11,14,8,0.5019999742507935,0.40071430802345276,0.45237499475479126,10,9,6,1,5,2,5,5,0.45454545454545453,0.45454545454545453,7.299679470062256,7.10204381942749,7.211102485656738,7.280109882354736
FAMILY-48,FATHER,FM048_F3.png,elastic,2,0,0,0.38499999046325684,,,1,0,0,1,0,0,0,0,0.0,0.0,,,,
FAMILY-48,FATHER,FM048_F4.png,elastic,0,5,5,,0.593999981880188,0.40699997544288635,0,5,3,0,0,2,0,0,0.0,0.0,,,,
FAMILY-48,FATHER,FM048_F5.png,elastic,1,7,18,0.4950000047683716,0.3692857325077057,0.3373333215713501,1,3,7,0,4,11,0,1,0.0,1.0,,12.165525436401367,,12.165525436401367
FAMILY-48,MOTHER,FM048_M1.png,elastic,10,5,4,0.4509999752044678,0.5543999671936035,0.4950000047683716,8,5,4,2,0,0,0,0,0.0,0.0,,,,
FAMILY-48,MOTHER,FM048_M2.png,elastic,0,5,4,,0.2750000059604645,0.3148750066757202,0,0,1,0,5,3,0,0,0.0,0.0,,,,
